customer_id,customer_segment,registration_date
1063,New,2023-03-14
1064,Occasional,2022-03-30
1065,Regular,2022-04-08
1066,Regular,2022-05-24
1067,Occasional,2022-09-12
1068,Premium,2023-01-28
1069,Regular,2022-10-01
1070,New,2022-11-06
1071,Occasional,2023-08-10
1072,Premium,2023-11-01
1073,Regular,2022-08-30
1074,Premium,2022-05-02
1075,Occasional,2022-06-13
1076,Regular,2023-05-30
1077,New,2023-12-22
1078,Occasional,2023-12-08
1079,Regular,2022-10-30
1080,Regular,2022-08-15
1081,Regular,2022-05-17
1082,Occasional,2023-04-11
1083,Occasional,2023-09-13
1084,Regular,2023-12-20
1085,Occasional,2023-04-28
1086,Occasional,2023-11-12
1087,Occasional,2022-09-11
1088,Occasional,2023-09-03
1089,New,2022-03-25
1090,Occasional,2023-06-25
1091,Occasional,2022-03-21
1092,New,2022-04-25
1093,Premium,2023-07-15
1094,New,2022-07-27
1095,Occasional,2022-06-03
1096,Regular,2023-06-17
1097,Regular,2023-11-28
1098,Regular,2023-08-21
1099,Occasional,2023-06-07
1100,Regular,2022-02-26
1101,Occasional,2023-06-10
1102,Regular,2023-08-01
1103,Premium,2023-04-19
1104,Occasional,2022-11-12
1105,Occasional,2023-02-10
1106,Regular,2022-01-04
1107,Occasional,2023-08-16
1108,Premium,2023-03-10
1109,Regular,2022-03-07
1110,Occasional,2022-03-03
1111,New,2022-03-12
1112,New,2023-04-29
1113,Premium,2023-02-23
1114,Regular,2022-05-19
1115,Occasional,2023-10-24
1116,New,2023-01-19
1117,New,2023-01-27
1118,Regular,2023-01-22
1119,Regular,2023-12-01
1120,New,2023-07-07
1121,Regular,2022-12-23
1122,Regular,2023-07-05
1123,Regular,2022-05-11
1124,Occasional,2022-08-17
1125,Occasional,2022-01-24
1126,New,2023-04-20
1127,Occasional,2023-07-12
1128,Regular,2023-01-24
1129,Occasional,2022-09-11
1130,Occasional,2022-06-08
1131,Regular,2022-04-26
1132,Premium,2023-11-08
1133,Regular,2022-01-17
1134,Regular,2022-03-10
1135,Regular,2022-02-04
1136,Regular,2023-11-20
1137,Occasional,2022-02-19
1138,Regular,2022-02-15
1139,Regular,2022-08-28
1140,Occasional,2022-02-27
1141,Regular,2022-10-24
1142,Regular,2023-08-13
1143,Regular,2023-09-05
1144,Occasional,2022-11-25
1145,Regular,2022-05-27
1146,New,2023-06-18
1147,Regular,2022-11-04
1148,Regular,2023-07-25
1149,New,2022-06-29
1150,Occasional,2023-03-14
1151,Occasional,2022-02-18
1152,New,2023-10-21
1153,Occasional,2023-06-22
1154,Regular,2023-03-03
1155,Regular,2022-11-04
1156,Regular,2023-07-05
1157,Occasional,2022-08-19
1158,Regular,2023-12-26
1159,Regular,2023-04-20
1160,New,2023-07-30
1161,Regular,2023-03-03
1162,Occasional,2022-05-18
1163,Regular,2022-09-19
1164,Regular,2023-10-25
1165,Premium,2023-04-06
1166,Occasional,2022-04-05
1167,Occasional,2022-07-15
1168,Premium,2023-01-22
1169,Occasional,2023-09-10
1170,Premium,2022-03-16
1171,Regular,2023-08-25
1172,Occasional,2023-07-27
1173,Regular,2022-08-02
1174,New,2022-12-07
1175,Regular,2022-01-16
1176,Regular,2022-07-14
1177,New,2022-05-01
1178,Occasional,2023-05-06
1179,New,2023-12-14
1180,Occasional,2022-07-29
1181,Regular,2022-09-03
1182,Occasional,2022-10-17
1183,Regular,2023-07-01
1184,Occasional,2022-11-12
1185,Regular,2023-06-10
1186,New,2023-04-23
1187,Premium,2023-04-26
1188,Occasional,2022-11-24
1189,New,2023-01-15
1190,Regular,2022-02-16
1191,Occasional,2022-08-15
1192,Occasional,2022-01-17
1193,Regular,2023-08-22
1194,Occasional,2023-03-04
1195,Regular,2022-07-20
1196,Regular,2023-01-24
1197,Occasional,2022-09-09
1198,Occasional,2023-11-02
1199,New,2022-12-12
1200,Regular,2023-05-16
1201,New,2023-10-20
1202,Occasional,2023-04-17
1203,Regular,2022-12-27
1204,Regular,2023-07-14
1205,Occasional,2023-07-10
1206,New,2022-03-02
1207,Occasional,2022-03-18
1208,New,2023-11-16
1209,Premium,2022-01-07
1210,Regular,2023-10-08
1211,Regular,2023-12-26
1212,Regular,2022-08-12
1213,Occasional,2023-01-18
1214,Premium,2023-10-16
1215,Occasional,2023-09-24
1216,New,2023-11-07
1217,Occasional,2022-01-07
1218,Occasional,2023-02-26
1219,Premium,2023-06-27
1220,Occasional,2023-07-03
1221,New,2022-01-18
1222,Occasional,2023-12-16
1223,Occasional,2022-07-03
1224,Regular,2022-04-09
1225,Occasional,2022-09-04
1226,Regular,2023-06-24
1227,Regular,2022-12-29
1228,Regular,2023-02-11
1229,Premium,2023-02-20
1230,Occasional,2022-09-07
1231,New,2022-08-20
1232,Regular,2022-03-24
1233,Occasional,2023-10-28
1234,Occasional,2022-04-06
1235,Regular,2023-01-22
1236,Occasional,2022-02-27
1237,Occasional,2023-12-21
1238,Regular,2023-05-27
1239,Occasional,2023-10-23
1240,Occasional,2023-08-03
1241,New,2022-04-08
1242,New,2022-02-13
1243,Regular,2023-12-10
1244,New,2023-05-02
1245,Regular,2022-03-18
1246,Occasional,2022-10-15
1247,New,2023-08-01
1248,Occasional,2022-07-03
1249,New,2022-11-19
1250,Premium,2022-08-01
1251,Occasional,2023-12-31
1252,Occasional,2022-03-20
1253,Regular,2023-08-01
1254,Regular,2023-02-03
1255,Occasional,2023-07-08
1256,Regular,2022-05-24
1257,Occasional,2023-12-07
1258,Occasional,2023-05-28
1259,Occasional,2022-12-21
1260,Premium,2023-03-24
1261,Regular,2022-03-19
1262,Regular,2023-09-21
1263,New,2023-02-11
1264,New,2022-12-01
1265,Premium,2022-10-07
1266,Occasional,2023-04-07
1267,Occasional,2022-12-31
1268,Occasional,2023-01-20
1269,Regular,2023-11-28
1270,Occasional,2023-01-25
1271,Premium,2023-09-26
1272,Regular,2022-09-10
1273,Occasional,2022-03-26
1274,Regular,2023-01-25
1275,Occasional,2023-10-12
1276,Regular,2023-02-03
1277,Regular,2022-04-20
1278,Premium,2022-11-12
1279,Regular,2022-10-04
1280,Regular,2022-03-31
1281,Regular,2023-04-05
1282,Occasional,2023-06-09
1283,Regular,2022-01-27
1284,Premium,2023-07-22
1285,Premium,2023-09-05
1286,Occasional,2023-01-30
1287,Premium,2023-02-28
1288,Regular,2022-03-28
1289,Occasional,2023-07-27
1290,New,2022-09-06
1291,Occasional,2022-06-23
1292,Occasional,2022-06-23
1293,Regular,2022-11-05
1294,Regular,2022-05-30
1295,Premium,2023-03-22
1296,Regular,2022-11-03
1297,Occasional,2022-03-20
1298,Regular,2022-09-10
1299,Occasional,2023-05-23
1300,Occasional,2022-07-20
1301,Occasional,2022-05-19
1302,Regular,2023-02-10
1303,Regular,2023-09-28
1304,Regular,2022-12-04
1305,Regular,2023-03-17
1306,Occasional,2023-10-29
1307,New,2022-05-20
1308,Regular,2023-09-10
1309,New,2022-07-25
1310,Occasional,2022-07-01
1311,New,2022-11-23
1312,Regular,2023-12-13
1313,Occasional,2023-08-13
1314,Occasional,2022-11-30
1315,Regular,2023-02-07
1316,Regular,2023-08-01
1317,Regular,2023-07-13
1318,Regular,2023-07-18
1319,Premium,2023-04-18
1320,New,2022-08-03
1321,Regular,2022-10-26
1322,Occasional,2022-03-12
1323,Occasional,2023-02-23
1324,Occasional,2022-05-23
1325,Occasional,2022-09-05
1326,Regular,2022-06-07
1327,Occasional,2023-01-22
1328,Premium,2023-09-05
1329,Occasional,2023-02-15
1330,Occasional,2023-12-10
1331,Regular,2022-02-07
1332,Occasional,2023-01-04
1333,Occasional,2023-07-04
1334,Occasional,2022-03-29
1335,Regular,2022-09-12
1336,Occasional,2022-12-30
1337,Regular,2023-09-20
1338,Premium,2023-10-23
1339,Occasional,2023-02-14
1340,New,2022-12-06
1341,New,2023-03-17
1342,Regular,2022-04-11
1343,Regular,2023-06-07
1344,Occasional,2023-07-26
1345,Occasional,2023-08-13
1346,Regular,2023-01-19
1347,Regular,2023-11-27
1348,Occasional,2023-05-28
1349,Regular,2022-01-26
1350,Occasional,2022-10-30
1351,Regular,2022-03-29
1352,Regular,2022-05-26
1353,Regular,2022-12-18
1354,Occasional,2022-07-31
1355,Occasional,2022-12-23
1356,Occasional,2023-03-25
1357,Occasional,2023-04-09
1358,Regular,2022-11-04
1359,Premium,2023-12-29
1360,Regular,2022-12-18
1361,Occasional,2023-11-25
1362,Occasional,2022-09-07
1363,Occasional,2023-07-20
1364,Regular,2023-07-28
1365,Regular,2023-04-19
1366,Regular,2023-02-19
1367,Occasional,2022-07-10
1368,Occasional,2023-03-19
1369,Regular,2023-09-21
1370,New,2023-04-06
1371,Occasional,2023-02-03
1372,Premium,2022-08-08
1373,Regular,2023-12-22
1374,Occasional,2022-03-06
1375,Occasional,2023-07-04
1376,Regular,2022-11-30
1377,Regular,2022-04-27
1378,Regular,2023-05-17
1379,Occasional,2023-10-17
1380,Regular,2023-02-02
1381,Occasional,2023-08-25
1382,Regular,2022-12-27
1383,Occasional,2023-09-25
1384,Regular,2023-11-21
1385,Occasional,2022-11-01
1386,New,2023-08-28
1387,Premium,2022-05-18
1388,Regular,2022-09-02
1389,Regular,2022-07-07
1390,Regular,2022-05-25
1391,Occasional,2023-03-05
1392,Occasional,2023-08-12
1393,Regular,2022-07-10
1394,Occasional,2023-07-05
1395,Occasional,2023-10-23
1396,New,2022-06-27
1397,Occasional,2023-05-17
1398,Regular,2022-07-11
1399,Regular,2023-04-07
1400,Occasional,2023-01-03
1401,New,2023-05-12
1402,Regular,2023-01-29
1403,New,2023-06-02
1404,Occasional,2023-02-23
1405,Occasional,2023-03-02
1406,Occasional,2023-03-31
1407,Occasional,2022-03-26
1408,Occasional,2022-08-14
1409,Regular,2022-10-09
1410,Regular,2022-10-23
1411,Regular,2023-04-14
1412,Occasional,2023-05-23
1413,Occasional,2022-04-26
1414,Occasional,2022-10-02
1415,Occasional,2023-01-11
1416,Occasional,2022-02-12
1417,Occasional,2023-03-28
1418,Occasional,2023-03-12
1419,Regular,2023-11-01
1420,Occasional,2022-11-01
1421,New,2022-02-03
1422,Regular,2022-12-23
1423,New,2022-03-31
1424,Regular,2022-05-01
1425,Occasional,2022-08-31
1426,Regular,2023-08-26
1427,Occasional,2023-12-29
1428,Occasional,2023-03-15
1429,Regular,2022-05-23
1430,Occasional,2022-07-31
1431,Occasional,2023-08-07
1432,Regular,2022-10-15
1433,Occasional,2022-06-22
1434,Regular,2023-12-22
1435,Regular,2023-08-10
1436,Regular,2023-06-11
1437,New,2023-11-27
1438,Occasional,2022-05-19
1439,New,2023-02-26
1440,New,2022-10-11
1441,New,2022-05-10
1442,Occasional,2022-05-16
1443,Regular,2023-12-30
1444,Regular,2022-09-11
1445,Occasional,2023-11-24
1446,Regular,2022-05-26
1447,Occasional,2022-10-03
1448,Occasional,2023-01-20
1449,Occasional,2023-10-11
1450,Occasional,2022-04-06
1451,Regular,2022-10-12
1452,Occasional,2023-01-13
1453,Occasional,2023-05-15
1454,Regular,2022-01-03
1455,New,2022-04-06
1456,Occasional,2023-04-15
1457,Occasional,2023-12-16
1458,Regular,2022-03-06
1459,Occasional,2023-02-12
1460,Regular,2023-03-16
1461,Occasional,2023-05-22
1462,Regular,2022-10-18
1463,Regular,2023-08-15
1464,Regular,2023-05-12
1465,Occasional,2023-11-30
1466,Occasional,2022-02-17
1467,Premium,2023-04-16
1468,Premium,2022-06-11
1469,Regular,2022-01-01
1470,New,2023-03-15
1471,Regular,2023-12-07
1472,New,2023-10-28
1473,Regular,2022-10-08
1474,Premium,2023-01-05
1475,Regular,2023-01-16
1476,Occasional,2023-10-27
1477,Regular,2023-02-10
1478,Occasional,2023-12-18
1479,Occasional,2023-03-16
1480,Occasional,2023-12-22
1481,Premium,2022-08-07
1482,Occasional,2022-05-16
1483,Occasional,2023-06-16
1484,Occasional,2022-01-10
1485,Premium,2022-12-18
1486,Occasional,2023-03-09
1487,Occasional,2023-05-05
1488,Premium,2023-01-28
1489,Premium,2022-04-15
1490,Regular,2023-01-12
1491,New,2022-05-21
1492,Regular,2022-05-17
1493,Occasional,2023-11-25
1494,Regular,2023-06-28
1495,Occasional,2023-09-17
1496,Occasional,2023-03-27
1497,Regular,2022-08-07
1498,Occasional,2022-06-05
1499,New,2023-09-23
1500,Occasional,2022-08-11
1501,Premium,2022-04-13
1502,Regular,2022-05-07
1503,Occasional,2023-01-29
1504,Regular,2023-03-16
1505,Regular,2022-05-24
1506,Regular,2023-10-23
1507,Premium,2023-07-21
1508,Occasional,2023-09-15
1509,Regular,2023-12-09
1510,Premium,2023-11-06
1511,New,2022-07-30
1512,Occasional,2023-06-06
1513,Regular,2023-02-06
1514,Regular,2022-02-25
1515,Occasional,2022-09-03
1516,Occasional,2022-04-26
1517,Regular,2023-10-16
1518,Occasional,2023-06-25
1519,New,2022-01-13
1520,New,2022-11-21
1521,Regular,2023-08-06
1522,Regular,2023-07-14
1523,Occasional,2023-04-28
1524,New,2022-03-16
1525,Premium,2022-03-11
1526,Premium,2022-08-09
1527,Premium,2022-03-03
1528,New,2023-02-12
1529,Occasional,2023-10-06
1530,Occasional,2023-03-02
1531,Regular,2023-02-16
1532,Premium,2023-07-04
1533,Occasional,2022-06-06
1534,Regular,2022-11-14
1535,Premium,2022-07-28
1536,New,2022-06-09
1537,Occasional,2023-02-05
1538,Occasional,2023-10-28
1539,Occasional,2022-03-09
1540,Regular,2023-03-24
1541,Occasional,2022-09-02
1542,Premium,2022-03-30
1543,New,2022-04-29
1544,Occasional,2023-09-16
1545,Premium,2023-11-14
1546,Occasional,2022-06-29
1547,Regular,2023-12-26
1548,Regular,2022-01-12
1549,Regular,2022-12-22
1550,Occasional,2022-09-23
1551,Regular,2022-05-10
1552,Occasional,2022-10-03
1553,Occasional,2022-05-01
1554,Occasional,2022-01-31
1555,Regular,2023-03-16
1556,Regular,2022-03-07
1557,Regular,2023-08-14
1558,Occasional,2023-05-24
1559,Occasional,2023-01-04
1560,Premium,2023-08-04
1561,Regular,2022-06-11
1562,Regular,2022-04-16
1563,New,2023-11-22
1564,Occasional,2022-08-22
1565,Occasional,2022-01-03
1566,Premium,2022-01-13
1567,Regular,2023-04-29
1568,Regular,2022-06-03
1569,Regular,2022-02-06
1570,Occasional,2023-11-03
1571,Regular,2022-11-26
1572,Regular,2022-11-24
1573,Regular,2022-03-21
1574,Occasional,2022-05-03
1575,Occasional,2022-02-23
1576,Regular,2023-06-13
1577,New,2023-02-15
1578,Premium,2023-04-22
1579,New,2022-11-15
1580,Regular,2023-07-21
1581,Occasional,2023-01-13
1582,Regular,2023-08-01
1583,Occasional,2023-09-30
1584,Regular,2023-01-13
1585,Occasional,2023-05-21
1586,New,2022-07-20
1587,Occasional,2023-07-14
1588,Occasional,2022-09-09
1589,Regular,2023-02-24
1590,Premium,2023-07-09
1591,Regular,2023-12-12
1592,New,2022-12-10
1593,Premium,2023-11-05
1594,Regular,2022-11-11
1595,Regular,2023-06-27
1596,New,2023-03-06
1597,Occasional,2022-03-03
1598,New,2022-05-26
1599,Occasional,2022-04-06
1600,Premium,2022-08-26
1601,New,2023-06-17
1602,Regular,2023-01-17
1603,Occasional,2022-03-28
1604,Occasional,2023-06-02
1605,Regular,2023-02-08
1606,Premium,2023-08-05
1607,Premium,2023-11-10
1608,New,2022-08-31
1609,Regular,2022-11-19
1610,New,2023-02-07
1611,Occasional,2022-12-01
1612,Regular,2022-10-06
1613,Regular,2022-07-27
1614,Regular,2023-08-22
1615,Regular,2022-04-19
1616,Regular,2023-04-23
1617,Regular,2022-05-04
1618,Occasional,2022-08-01
1619,Occasional,2023-04-20
1620,Regular,2022-05-03
1621,Premium,2023-12-04
1622,Regular,2023-12-23
1623,Occasional,2022-02-11
1624,Regular,2022-12-02
1625,Regular,2023-12-30
1626,Regular,2022-12-31
1627,Regular,2022-02-20
1628,Occasional,2022-09-24
1629,Occasional,2022-06-28
1630,Premium,2023-02-19
1631,New,2023-07-24
1632,Occasional,2022-09-13
1633,Premium,2022-04-15
1634,Occasional,2022-05-24
1635,Regular,2022-03-05
1636,Occasional,2022-08-16
1637,Regular,2023-02-15
1638,Regular,2023-10-08
1639,New,2022-03-28
1640,Occasional,2022-09-23
1641,New,2022-03-18
1642,Premium,2022-03-08
1643,Regular,2023-10-24
1644,Regular,2022-05-12
1645,Premium,2022-12-06
1646,Regular,2023-04-18
1647,Premium,2023-08-11
1648,Regular,2023-02-09
1649,Occasional,2023-01-27
1650,Occasional,2022-06-26
1651,Regular,2022-07-11
1652,Regular,2023-04-02
1653,New,2022-02-05
1654,Occasional,2023-09-24
1655,Regular,2022-10-30
1656,Occasional,2023-07-18
1657,Occasional,2022-03-31
1658,Regular,2022-05-21
1659,Regular,2023-10-21
1660,New,2023-06-23
1661,Regular,2023-07-11
1662,Occasional,2023-01-27
1663,Occasional,2023-01-03
1664,Occasional,2023-05-12
1665,Regular,2023-08-03
1666,Occasional,2023-02-02
1667,Regular,2022-01-27
1668,Regular,2022-08-13
1669,Premium,2022-10-15
1670,Premium,2023-04-29
1671,Occasional,2023-08-22
1672,New,2022-06-13
1673,Regular,2023-11-04
1674,Regular,2023-07-01
1675,Occasional,2022-02-27
1676,Occasional,2022-08-13
1677,Occasional,2023-02-02
1678,Regular,2022-06-27
1679,Regular,2023-08-30
1680,Regular,2023-12-16
1681,Regular,2023-08-29
1682,Premium,2023-12-19
1683,Regular,2023-08-05
1684,Occasional,2023-07-31
1685,New,2023-05-20
1686,Occasional,2022-06-29
1687,Occasional,2022-04-03
1688,Premium,2023-09-09
1689,Regular,2023-06-24
1690,Occasional,2022-12-06
1691,New,2022-07-26
1692,Occasional,2022-12-15
1693,Occasional,2022-11-28
1694,Premium,2022-06-01
1695,Occasional,2022-05-26
1696,Occasional,2023-06-23
1697,New,2022-03-16
1698,Regular,2023-11-10
1699,Regular,2022-04-14
1700,Regular,2022-11-27
1701,Regular,2022-06-11
1702,Occasional,2023-03-24
1703,Occasional,2023-05-14
1704,Occasional,2022-06-28
1705,Occasional,2023-07-30
1706,Occasional,2023-09-21
1707,Occasional,2022-08-17
1708,Occasional,2022-06-29
1709,Regular,2023-12-07
1710,Regular,2022-07-01
1711,Occasional,2023-12-20
1712,New,2023-02-05
1713,New,2023-08-05
1714,Premium,2023-09-09
1715,Regular,2023-09-19
1716,Regular,2023-08-03
1717,Regular,2023-05-24
1718,Regular,2022-03-21
1719,Regular,2022-11-24
1720,Regular,2022-04-01
1721,Occasional,2023-11-18
1722,Occasional,2022-12-10
1723,Regular,2022-09-29
1724,Regular,2023-12-11
1725,Premium,2022-09-20
1726,Occasional,2022-01-02
1727,Premium,2023-03-25
1728,Occasional,2022-06-20
1729,New,2023-05-20
1730,New,2022-12-26
1731,Occasional,2022-04-14
1732,Occasional,2023-08-15
1733,Occasional,2023-12-05
1734,Regular,2023-04-08
1735,Premium,2022-02-04
1736,Regular,2022-11-23
1737,Regular,2022-04-18
1738,Premium,2022-06-24
1739,New,2022-06-14
1740,Occasional,2023-07-15
1741,New,2022-04-06
1742,Regular,2023-09-21
1743,New,2023-12-23
1744,Premium,2023-11-01
1745,Regular,2023-03-21
1746,Regular,2022-04-14
1747,Regular,2022-07-14
1748,Regular,2023-07-22
1749,Occasional,2023-07-08
1750,Regular,2022-10-16
1751,Regular,2022-04-09
1752,Premium,2023-08-09
1753,Occasional,2023-05-18
1754,Regular,2023-01-05
1755,Premium,2022-03-31
1756,Regular,2023-11-09
1757,Occasional,2023-05-07
1758,Regular,2022-01-27
1759,Regular,2023-10-16
1760,Regular,2022-03-25
1761,Occasional,2022-04-29
1762,Regular,2023-02-12
1763,Occasional,2023-11-08
1764,Regular,2023-10-20
1765,Occasional,2022-07-09
1766,Regular,2023-01-26
1767,Regular,2023-04-02
1768,Premium,2023-03-27
1769,Occasional,2022-08-20
1770,Occasional,2023-08-01
1771,Premium,2023-12-15
1772,Occasional,2022-03-29
1773,Occasional,2023-07-09
1774,Regular,2023-08-27
1775,Regular,2022-03-04
1776,Occasional,2023-06-20
1777,Regular,2023-07-03
1778,Occasional,2023-05-02
1779,Occasional,2022-08-30
1780,Occasional,2022-03-22
1781,Regular,2022-02-05
1782,Occasional,2023-06-14
1783,Occasional,2023-11-25
1784,New,2022-05-31
1785,Regular,2023-04-05
1786,Regular,2022-06-21
1787,New,2022-07-17
1788,Regular,2023-03-10
1789,Premium,2023-12-01
1790,Regular,2023-10-05
1791,Regular,2023-09-02
1792,Regular,2022-03-10
1793,Premium,2023-07-24
1794,Regular,2022-11-30
1795,New,2023-06-17
1796,Occasional,2022-01-13
1797,Occasional,2023-10-01
1798,Occasional,2023-03-06
1799,Regular,2022-06-03
1800,Regular,2023-08-26
1801,Occasional,2022-04-13
1802,New,2023-07-31
1803,Occasional,2022-10-20
1804,New,2022-12-19
1805,New,2022-09-28
1806,Regular,2023-05-13
1807,Occasional,2023-04-30
1808,Premium,2022-10-10
1809,Regular,2023-09-26
1810,Occasional,2023-12-12
1811,Regular,2023-02-10
1812,New,2022-12-06
1813,Occasional,2022-02-20
1814,Occasional,2022-10-03
1815,New,2022-01-21
1816,Regular,2022-11-07
1817,Regular,2023-05-19
1818,New,2023-12-03
1819,Premium,2022-08-22
1820,Regular,2023-03-30
1821,Occasional,2022-11-25
1822,Regular,2023-03-03
1823,Occasional,2022-04-02
1824,Regular,2022-08-05
1825,New,2023-02-21
1826,Occasional,2023-06-13
1827,New,2022-02-27
1828,Occasional,2022-06-12
1829,Premium,2023-12-28
1830,Occasional,2022-05-19
1831,Occasional,2023-06-21
1832,New,2022-01-30
1833,Regular,2022-07-25
1834,Occasional,2022-09-13
1835,Premium,2022-02-21
1836,New,2023-12-23
1837,Regular,2023-01-13
1838,Occasional,2023-06-02
1839,Regular,2022-05-07
1840,Occasional,2022-09-05
1841,Regular,2023-09-01
1842,Regular,2023-05-01
1843,Occasional,2022-12-25
1844,Regular,2022-09-22
1845,Occasional,2023-12-07
1846,Premium,2022-01-29
1847,Regular,2022-06-16
1848,New,2022-08-08
1849,New,2023-10-25
1850,Regular,2022-07-31
1851,Regular,2023-02-24
1852,Occasional,2023-11-30
1853,Premium,2022-05-16
1854,Occasional,2023-09-08
1855,Occasional,2022-08-18
1856,Regular,2022-11-09
1857,Occasional,2023-12-28
1858,Occasional,2023-03-10
1859,New,2022-12-24
1860,Occasional,2022-08-12
1861,Occasional,2023-11-25
1862,Occasional,2023-10-01
1863,Regular,2022-04-15
1864,Premium,2023-11-10
1865,New,2023-01-19
1866,Occasional,2023-09-01
1867,Occasional,2022-11-02
1868,Occasional,2023-05-09
1869,Premium,2022-10-11
1870,Occasional,2022-10-11
1871,Regular,2023-12-30
1872,New,2023-10-30
1873,Regular,2022-06-03
1874,Occasional,2022-09-04
1875,New,2023-09-07
1876,Regular,2022-11-24
1877,Occasional,2022-01-27
1878,Occasional,2022-10-30
1879,Regular,2023-03-05
1880,Regular,2022-02-06
1881,Occasional,2023-08-09
1882,Occasional,2022-12-18
1883,Occasional,2022-08-16
1884,Occasional,2023-10-16
1885,Occasional,2023-11-19
1886,Regular,2022-11-04
1887,Occasional,2023-11-05
1888,New,2022-07-05
1889,Regular,2023-04-28
1890,Regular,2022-09-22
1891,Occasional,2023-07-27
1892,Occasional,2022-07-07
1893,New,2022-12-10
1894,Occasional,2022-08-16
1895,Regular,2022-11-11
1896,Regular,2022-12-06
1897,Regular,2023-08-23
1898,Regular,2022-05-01
1899,Occasional,2023-10-12
1900,Occasional,2023-09-28
1901,Premium,2022-07-19
1902,Occasional,2023-11-29
1903,Regular,2022-11-02
1904,Regular,2022-06-04
1905,Regular,2022-07-25
1906,Regular,2023-08-07
1907,New,2023-04-14
1908,Regular,2022-07-04
1909,Occasional,2023-05-15
1910,Regular,2022-07-01
1911,Regular,2022-03-01
1912,Premium,2022-10-08
1913,Regular,2022-06-22
1914,Occasional,2022-06-12
1915,Occasional,2022-04-01
1916,Regular,2023-03-21
1917,Occasional,2023-02-18
1918,Regular,2023-05-04
1919,Regular,2022-02-08
1920,Occasional,2023-01-18
1921,New,2022-11-26
1922,Occasional,2023-06-28
1923,Regular,2023-11-24
1924,Premium,2022-09-12
1925,Regular,2022-12-19
1926,Regular,2022-04-16
1927,Regular,2023-08-26
1928,Regular,2022-03-08
1929,Occasional,2022-11-02
1930,New,2023-04-12
1931,Occasional,2023-09-03
1932,Occasional,2023-03-21
1933,New,2022-05-18
1934,Regular,2023-05-17
1935,Regular,2022-07-12
1936,Regular,2023-02-18
1937,Premium,2022-08-18
1938,Occasional,2022-05-15
1939,Regular,2022-01-23
1940,Occasional,2022-06-23
1941,Regular,2023-12-30
1942,Occasional,2022-02-08
1943,Regular,2023-10-18
1944,Regular,2023-07-02
1945,Occasional,2023-09-01
1946,New,2023-11-09
1947,Regular,2022-01-21
1948,Premium,2022-04-29
1949,Regular,2023-01-25
1950,Regular,2022-09-16
1951,Occasional,2022-06-06
1952,Regular,2023-12-04
1953,Occasional,2022-11-05
1954,Regular,2022-04-14
1955,Occasional,2022-10-04
1956,Occasional,2023-12-19
1957,Regular,2022-04-18
1958,Occasional,2023-09-25
1959,Regular,2022-04-27
1960,Occasional,2023-05-25
1961,Regular,2022-07-24
1962,Occasional,2023-06-20
1963,New,2023-01-02
1964,Occasional,2022-10-30
1965,Regular,2023-07-16
1966,Occasional,2022-08-01
1967,Occasional,2023-05-08
1968,Regular,2022-01-03
1969,Premium,2022-04-02
1970,New,2023-08-11
1971,Occasional,2022-06-02
1972,New,2023-06-08
1973,Premium,2022-04-14
1974,New,2023-10-22
1975,Regular,2022-10-31
1976,Regular,2022-02-21
1977,Premium,2022-06-28
1978,New,2022-10-25
1979,Regular,2023-11-25
1980,Regular,2022-04-29
1981,Premium,2022-02-16
1982,Premium,2022-05-22
1983,Occasional,2022-06-24
1984,Regular,2023-03-25
1985,New,2022-10-02
1986,New,2022-04-06
1987,Regular,2022-12-17
1988,Regular,2023-02-15
1989,Regular,2023-04-13
1990,Regular,2023-01-30
1991,Occasional,2023-05-05
1992,Occasional,2023-10-27
1993,New,2022-06-20
1994,Regular,2023-12-14
1995,Occasional,2022-06-13
1996,Regular,2023-08-28
1997,Occasional,2023-08-06
1998,Occasional,2022-07-05
1999,Occasional,2023-01-03
2000,Occasional,2023-12-02
