transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_percent,revenue,cost,profit,payment_method
1118,2022-01-19,445,1,3,1,1013.23,0.0,1013.23,559.81,453.42,Credit Card
1119,2022-01-19,987,7,5,4,24.78,0.0,99.12,41.6,57.52,Debit Card
1120,2022-01-19,1657,16,4,1,347.95,15.0,347.95,234.55,113.4,Credit Card
1121,2022-01-19,406,22,7,2,99.41,10.0,198.83,105.8,93.03,Credit Card
1122,2022-01-19,1625,25,4,1,35.43,0.0,35.43,19.01,16.42,Digital Wallet
1123,2022-01-19,1000,14,5,3,73.59,0.0,220.77,112.53,108.24,Cash
1124,2022-01-19,1276,4,6,2,1354.44,0.0,2708.88,1513.44,1195.44,Credit Card
1125,2022-01-19,1296,27,1,1,20.68,0.0,20.68,12.28,8.4,Digital Wallet
1126,2022-01-19,519,19,6,1,319.23,5.0,319.23,172.0,147.23,Credit Card
1127,2022-01-19,235,6,3,2,445.16,0.0,890.32,534.68,355.64,Credit Card
1128,2022-01-19,149,7,6,2,24.78,0.0,49.56,20.8,28.76,Credit Card
1129,2022-01-19,653,23,8,1,13.19,0.0,13.19,6.9,6.29,Debit Card
1130,2022-01-19,659,8,4,1,136.98,0.0,136.98,62.26,74.72,Debit Card
1131,2022-01-19,211,18,2,1,158.6,5.0,158.6,84.34,74.26,Debit Card
1132,2022-01-20,864,22,6,2,110.46,0.0,220.92,105.8,115.12,Credit Card
1133,2022-01-20,102,26,5,1,24.81,0.0,24.81,12.92,11.89,Credit Card
1134,2022-01-20,255,15,7,1,428.32,0.0,428.32,240.02,188.3,Credit Card
1135,2022-01-20,44,10,1,1,149.13,10.0,149.13,66.39,82.74,Digital Wallet
1136,2022-01-20,583,5,1,2,719.59,0.0,1439.18,795.84,643.34,Credit Card
1137,2022-01-20,266,27,5,2,18.61,10.0,37.22,24.56,12.66,Credit Card
1138,2022-01-20,709,13,8,1,431.9,10.0,431.9,256.1,175.8,Debit Card
1139,2022-01-20,806,10,2,2,165.7,0.0,331.4,132.78,198.62,Cash
1140,2022-01-20,1921,20,1,1,348.14,0.0,348.14,176.76,171.38,Credit Card
1141,2022-01-20,662,23,2,2,13.19,0.0,26.38,13.8,12.58,Credit Card
1142,2022-01-20,1848,26,1,1,21.09,15.0,21.09,12.92,8.17,Digital Wallet
1143,2022-01-20,1778,2,2,1,469.16,10.0,469.16,298.35,170.81,Credit Card
1144,2022-01-20,624,3,7,1,1087.03,5.0,1087.03,706.76,380.27,Credit Card
1145,2022-01-20,349,5,6,1,719.59,0.0,719.59,397.92,321.67,Cash
1146,2022-01-20,1543,19,7,3,268.82,20.0,806.47,516.0,290.47,Debit Card
1147,2022-01-20,1369,4,8,1,1354.44,0.0,1354.44,756.72,597.72,Debit Card
1148,2022-01-20,2000,9,4,1,53.71,10.0,53.71,27.39,26.32,Credit Card
1149,2022-01-20,1570,10,4,2,165.7,0.0,331.4,132.78,198.62,Debit Card
1150,2022-01-20,1506,7,8,2,24.78,0.0,49.56,20.8,28.76,Credit Card
1151,2022-01-20,27,22,4,1,99.41,10.0,99.41,52.9,46.51,Debit Card
1152,2022-01-20,1633,25,5,1,30.12,15.0,30.12,19.01,11.11,Debit Card
1153,2022-01-20,1343,5,3,2,719.59,0.0,1439.18,795.84,643.34,Credit Card
1154,2022-01-20,745,13,4,4,407.91,15.0,1631.63,1024.4,607.23,Cash
1155,2022-01-20,1229,6,2,2,356.13,20.0,712.26,534.68,177.58,Credit Card
1156,2022-01-20,1795,4,8,2,1354.44,0.0,2708.88,1513.44,1195.44,Credit Card
1157,2022-01-20,59,16,5,2,409.35,0.0,818.7,469.1,349.6,Credit Card
1158,2022-01-20,1128,3,7,1,1144.24,0.0,1144.24,706.76,437.48,Debit Card
1159,2022-01-20,1041,11,2,1,165.05,0.0,165.05,77.54,87.51,Credit Card
1160,2022-01-20,784,24,4,3,14.04,0.0,42.12,22.23,19.89,Credit Card
1161,2022-01-20,1217,9,7,1,59.68,0.0,59.68,27.39,32.29,Credit Card
1162,2022-01-20,350,8,5,1,116.43,15.0,116.43,62.26,54.17,Credit Card
1163,2022-01-20,1090,4,7,1,1151.27,15.0,1151.27,756.72,394.55,Credit Card
1164,2022-01-20,1853,9,4,1,59.68,0.0,59.68,27.39,32.29,Credit Card
1165,2022-01-20,590,23,2,1,11.87,10.0,11.87,6.9,4.97,Credit Card
1166,2022-01-20,1860,23,4,2,11.87,10.0,23.74,13.8,9.94,Credit Card
1167,2022-01-20,1396,3,8,1,1144.24,0.0,1144.24,706.76,437.48,Credit Card
1168,2022-01-20,27,22,3,1,110.46,0.0,110.46,52.9,57.56,Digital Wallet
1169,2022-01-20,1805,3,1,1,1029.82,10.0,1029.82,706.76,323.06,Debit Card
1170,2022-01-20,1986,16,4,1,409.35,0.0,409.35,234.55,174.8,Debit Card
1171,2022-01-20,93,27,5,1,19.65,5.0,19.65,12.28,7.37,Cash
1172,2022-01-20,1076,17,2,1,282.03,0.0,282.03,168.46,113.57,Credit Card
1173,2022-01-20,1647,15,5,1,428.32,0.0,428.32,240.02,188.3,Debit Card
1174,2022-01-20,520,12,5,1,73.12,10.0,73.12,33.76,39.37,Debit Card
1175,2022-01-20,1826,17,8,2,239.73,15.0,479.45,336.92,142.53,Credit Card
1176,2022-01-20,1405,17,7,2,282.03,0.0,564.06,336.92,227.14,Cash
1177,2022-01-20,1351,5,7,1,719.59,0.0,719.59,397.92,321.67,Credit Card
1178,2022-01-20,1093,21,8,1,289.21,0.0,289.21,131.47,157.74,Digital Wallet
1179,2022-01-20,1795,17,6,1,239.73,15.0,239.73,168.46,71.27,Cash
1180,2022-01-20,801,19,5,1,252.02,25.0,252.02,172.0,80.02,Credit Card
1181,2022-01-20,958,27,8,2,20.68,0.0,41.36,24.56,16.8,Debit Card
1182,2022-01-20,1624,26,1,1,24.81,0.0,24.81,12.92,11.89,Debit Card
1183,2022-01-20,1404,5,5,1,719.59,0.0,719.59,397.92,321.67,Debit Card
1184,2022-01-20,1361,6,5,1,445.16,0.0,445.16,267.34,177.82,Credit Card
1185,2022-01-20,84,7,1,1,23.54,5.0,23.54,10.4,13.14,Debit Card
1186,2022-01-20,11,14,1,1,66.23,10.0,66.23,37.51,28.72,Credit Card
1187,2022-01-20,718,10,3,2,157.41,5.0,314.83,132.78,182.05,Digital Wallet
1188,2022-01-20,1461,9,7,1,53.71,10.0,53.71,27.39,26.32,Debit Card
1189,2022-01-20,166,10,6,1,165.7,0.0,165.7,66.39,99.31,Credit Card
1190,2022-01-20,1390,21,2,1,289.21,0.0,289.21,131.47,157.74,Cash
1191,2022-01-20,1885,10,7,1,165.7,0.0,165.7,66.39,99.31,Debit Card
1192,2022-01-21,1648,19,5,1,302.43,10.0,302.43,172.0,130.43,Credit Card
1193,2022-01-21,1136,7,8,1,24.78,0.0,24.78,10.4,14.38,Debit Card
1194,2022-01-21,770,26,3,3,24.81,0.0,74.43,38.76,35.67,Debit Card
1195,2022-01-21,1422,11,6,1,156.8,5.0,156.8,77.54,79.26,Debit Card
1196,2022-01-21,876,15,1,1,428.32,0.0,428.32,240.02,188.3,Digital Wallet
1197,2022-01-21,55,25,5,1,31.89,10.0,31.89,19.01,12.88,Cash
1198,2022-01-21,1189,17,5,1,267.93,5.0,267.93,168.46,99.47,Credit Card
1199,2022-01-21,1731,13,8,1,455.9,5.0,455.9,256.1,199.8,Cash
1200,2022-01-21,1792,17,1,1,282.03,0.0,282.03,168.46,113.57,Credit Card
1201,2022-01-21,1331,4,5,1,1354.44,0.0,1354.44,756.72,597.72,Debit Card
1202,2022-01-21,1415,11,1,3,165.05,0.0,495.15,232.62,262.53,Debit Card
1203,2022-01-21,1058,5,3,1,575.67,20.0,575.67,397.92,177.75,Credit Card
1204,2022-01-21,1384,21,5,3,289.21,0.0,867.63,394.41,473.22,Debit Card
1205,2022-01-21,1919,1,4,2,962.57,5.0,1925.14,1119.62,805.52,Credit Card
1206,2022-01-21,1,5,2,2,719.59,0.0,1439.18,795.84,643.34,Credit Card
1207,2022-01-21,213,16,7,1,388.88,5.0,388.88,234.55,154.33,Credit Card
1208,2022-01-21,250,10,4,1,132.56,20.0,132.56,66.39,66.17,Cash
1209,2022-01-21,1120,9,2,2,56.7,5.0,113.39,54.78,58.61,Credit Card
1210,2022-01-21,1303,1,4,1,911.91,10.0,911.91,559.81,352.1,Credit Card
1211,2022-01-21,1519,23,5,1,13.19,0.0,13.19,6.9,6.29,Credit Card
1212,2022-01-21,205,19,7,1,319.23,5.0,319.23,172.0,147.23,Credit Card
1213,2022-01-21,1639,4,3,1,1219.0,10.0,1219.0,756.72,462.28,Credit Card
1214,2022-01-21,937,4,5,1,1354.44,0.0,1354.44,756.72,597.72,Credit Card
1215,2022-01-21,1333,22,6,2,110.46,0.0,220.92,105.8,115.12,Digital Wallet
1216,2022-01-21,959,24,3,1,14.04,0.0,14.04,7.41,6.63,Credit Card
1217,2022-01-21,1753,17,7,1,239.73,15.0,239.73,168.46,71.27,Debit Card
1218,2022-01-21,358,21,6,1,274.75,5.0,274.75,131.47,143.28,Debit Card
1219,2022-01-21,1759,26,5,1,22.33,10.0,22.33,12.92,9.41,Digital Wallet
1220,2022-01-21,140,27,8,2,20.68,0.0,41.36,24.56,16.8,Debit Card
1221,2022-01-21,370,19,5,2,319.23,5.0,638.46,344.0,294.46,Credit Card
1222,2022-01-21,664,19,7,4,336.03,0.0,1344.12,688.0,656.12,Credit Card
1223,2022-01-21,61,6,8,1,422.9,5.0,422.9,267.34,155.56,Digital Wallet
1224,2022-01-21,976,11,4,2,132.04,20.0,264.08,155.08,109.0,Credit Card
1225,2022-01-21,1804,6,7,2,445.16,0.0,890.32,534.68,355.64,Digital Wallet
1226,2022-01-21,127,20,2,1,348.14,0.0,348.14,176.76,171.38,Credit Card
1227,2022-01-21,767,20,3,2,348.14,0.0,696.28,353.52,342.76,Credit Card
1228,2022-01-21,1431,15,4,1,342.66,20.0,342.66,240.02,102.64,Credit Card
1229,2022-01-21,1006,15,3,2,428.32,0.0,856.64,480.04,376.6,Credit Card
1230,2022-01-21,1083,26,1,2,24.81,0.0,49.62,25.84,23.78,Debit Card
1231,2022-01-21,1370,4,1,1,1219.0,10.0,1219.0,756.72,462.28,Credit Card
1232,2022-01-21,836,19,3,1,336.03,0.0,336.03,172.0,164.03,Debit Card
1233,2022-01-21,1962,24,4,2,14.04,0.0,28.08,14.82,13.26,Debit Card
1234,2022-01-21,971,17,3,1,267.93,5.0,267.93,168.46,99.47,Cash
1235,2022-01-21,899,14,2,2,62.55,15.0,125.1,75.02,50.08,Credit Card
1236,2022-01-21,1060,10,1,1,165.7,0.0,165.7,66.39,99.31,Debit Card
1237,2022-01-21,678,1,5,1,861.25,15.0,861.25,559.81,301.44,Credit Card
1238,2022-01-21,733,3,5,3,1144.24,0.0,3432.72,2120.28,1312.44,Credit Card
1239,2022-01-21,1179,8,5,3,116.43,15.0,349.3,186.78,162.52,Credit Card
1240,2022-01-21,350,19,5,1,285.63,15.0,285.63,172.0,113.63,Debit Card
1241,2022-01-21,715,7,3,1,22.3,10.0,22.3,10.4,11.9,Credit Card
1242,2022-01-22,1503,11,1,3,156.8,5.0,470.39,232.62,237.77,Credit Card
1243,2022-01-22,150,26,1,3,21.09,15.0,63.27,38.76,24.51,Credit Card
1244,2022-01-22,145,14,2,1,69.91,5.0,69.91,37.51,32.4,Cash
1245,2022-01-22,981,5,1,1,719.59,0.0,719.59,397.92,321.67,Debit Card
1246,2022-01-22,462,21,4,1,289.21,0.0,289.21,131.47,157.74,Credit Card
1247,2022-01-22,114,1,7,2,911.91,10.0,1823.81,1119.62,704.19,Debit Card
1248,2022-01-22,1512,1,7,1,1013.23,0.0,1013.23,559.81,453.42,Debit Card
1249,2022-01-22,881,23,8,1,13.19,0.0,13.19,6.9,6.29,Credit Card
1250,2022-01-22,1261,12,1,1,81.25,0.0,81.25,33.76,47.49,Credit Card
1251,2022-01-22,189,19,1,1,336.03,0.0,336.03,172.0,164.03,Digital Wallet
1252,2022-01-22,31,24,1,1,14.04,0.0,14.04,7.41,6.63,Credit Card
1253,2022-01-22,370,10,4,1,165.7,0.0,165.7,66.39,99.31,Digital Wallet
1254,2022-01-22,1372,22,5,1,110.46,0.0,110.46,52.9,57.56,Digital Wallet
1255,2022-01-22,1981,27,4,1,17.58,15.0,17.58,12.28,5.3,Credit Card
1256,2022-01-22,620,12,4,2,81.25,0.0,162.5,67.52,94.98,Debit Card
1257,2022-01-22,548,11,1,2,156.8,5.0,313.6,155.08,158.52,Credit Card
1258,2022-01-22,842,23,2,4,13.19,0.0,52.76,27.6,25.16,Credit Card
1259,2022-01-22,281,27,4,4,20.68,0.0,82.72,49.12,33.6,Credit Card
1260,2022-01-22,1485,5,8,1,719.59,0.0,719.59,397.92,321.67,Debit Card
1261,2022-01-22,930,4,5,1,1219.0,10.0,1219.0,756.72,462.28,Credit Card
1262,2022-01-22,787,10,5,2,165.7,0.0,331.4,132.78,198.62,Cash
1263,2022-01-22,787,16,8,1,409.35,0.0,409.35,234.55,174.8,Credit Card
1264,2022-01-22,1768,14,1,1,69.91,5.0,69.91,37.51,32.4,Debit Card
1265,2022-01-22,713,1,6,3,911.91,10.0,2735.72,1679.43,1056.29,Digital Wallet
1266,2022-01-22,1859,9,1,2,56.7,5.0,113.39,54.78,58.61,Credit Card
1267,2022-01-22,1699,20,1,1,348.14,0.0,348.14,176.76,171.38,Cash
1268,2022-01-22,1134,13,5,4,407.91,15.0,1631.63,1024.4,607.23,Cash
1269,2022-01-22,1921,18,5,1,158.6,5.0,158.6,84.34,74.26,Credit Card
1270,2022-01-22,781,15,3,2,364.07,15.0,728.14,480.04,248.1,Digital Wallet
1271,2022-01-22,575,26,4,2,24.81,0.0,49.62,25.84,23.78,Cash
1272,2022-01-22,606,11,5,1,165.05,0.0,165.05,77.54,87.51,Credit Card
1273,2022-01-22,1351,9,1,2,53.71,10.0,107.42,54.78,52.64,Credit Card
1274,2022-01-22,724,6,1,1,445.16,0.0,445.16,267.34,177.82,Debit Card
1275,2022-01-22,1979,12,4,1,73.12,10.0,73.12,33.76,39.37,Credit Card
1276,2022-01-22,1187,9,2,3,56.7,5.0,170.09,82.17,87.92,Credit Card
1277,2022-01-22,529,25,8,2,35.43,0.0,70.86,38.02,32.84,Credit Card
1278,2022-01-22,1291,6,1,1,422.9,5.0,422.9,267.34,155.56,Credit Card
1279,2022-01-22,1341,2,8,1,495.23,5.0,495.23,298.35,196.88,Debit Card
1280,2022-01-22,86,18,5,2,166.95,0.0,333.9,168.68,165.22,Digital Wallet
1281,2022-01-22,1034,18,6,2,158.6,5.0,317.2,168.68,148.52,Credit Card
1282,2022-01-22,1039,15,4,1,428.32,0.0,428.32,240.02,188.3,Credit Card
1283,2022-01-22,761,27,7,2,20.68,0.0,41.36,24.56,16.8,Cash
1284,2022-01-22,294,1,6,1,911.91,10.0,911.91,559.81,352.1,Digital Wallet
1285,2022-01-22,1838,21,5,1,245.83,15.0,245.83,131.47,114.36,Debit Card
1286,2022-01-22,329,12,1,1,69.06,15.0,69.06,33.76,35.3,Credit Card
1287,2022-01-22,434,26,6,1,22.33,10.0,22.33,12.92,9.41,Digital Wallet
1288,2022-01-22,776,2,2,2,521.29,0.0,1042.58,596.7,445.88,Digital Wallet
1289,2022-01-22,1964,8,7,1,102.73,25.0,102.73,62.26,40.47,Debit Card
1290,2022-01-22,249,17,8,2,267.93,5.0,535.86,336.92,198.94,Credit Card
1291,2022-01-22,400,27,6,1,17.58,15.0,17.58,12.28,5.3,Credit Card
1292,2022-01-22,1573,12,2,1,81.25,0.0,81.25,33.76,47.49,Debit Card
1293,2022-01-22,912,24,2,4,14.04,0.0,56.16,29.64,26.52,Credit Card
1294,2022-01-22,1036,3,4,3,1087.03,5.0,3261.08,2120.28,1140.8,Credit Card
1295,2022-01-22,858,8,3,1,123.28,10.0,123.28,62.26,61.02,Digital Wallet
1296,2022-01-22,502,25,3,3,33.66,5.0,100.98,57.03,43.95,Debit Card
1297,2022-01-22,888,4,3,1,1354.44,0.0,1354.44,756.72,597.72,Debit Card
1298,2022-01-22,1296,25,8,1,35.43,0.0,35.43,19.01,16.42,Credit Card
1299,2022-01-22,248,14,8,1,69.91,5.0,69.91,37.51,32.4,Debit Card
1300,2022-01-22,259,2,3,2,521.29,0.0,1042.58,596.7,445.88,Digital Wallet
1301,2022-01-22,272,17,7,3,239.73,15.0,719.18,505.38,213.8,Credit Card
1302,2022-01-22,683,23,6,1,13.19,0.0,13.19,6.9,6.29,Debit Card
1303,2022-01-22,1263,4,6,5,1354.44,0.0,6772.2,3783.6,2988.6,Digital Wallet
1304,2022-01-22,1866,14,7,2,66.23,10.0,132.46,75.02,57.44,Credit Card
1305,2022-01-22,978,23,2,1,13.19,0.0,13.19,6.9,6.29,Credit Card
1306,2022-01-22,16,19,8,1,319.23,5.0,319.23,172.0,147.23,Credit Card
1307,2022-01-22,899,6,2,1,422.9,5.0,422.9,267.34,155.56,Credit Card
1308,2022-01-22,1011,11,7,1,156.8,5.0,156.8,77.54,79.26,Credit Card
1309,2022-01-22,787,11,1,2,132.04,20.0,264.08,155.08,109.0,Cash
1310,2022-01-22,1505,24,6,1,13.34,5.0,13.34,7.41,5.93,Credit Card
1311,2022-01-22,584,6,8,1,445.16,0.0,445.16,267.34,177.82,Credit Card
1312,2022-01-22,347,10,2,3,165.7,0.0,497.1,199.17,297.93,Digital Wallet
1313,2022-01-22,1365,9,3,1,59.68,0.0,59.68,27.39,32.29,Credit Card
1314,2022-01-22,1849,2,4,4,495.23,5.0,1980.9,1193.4,787.5,Credit Card
1315,2022-01-22,1705,27,7,1,20.68,0.0,20.68,12.28,8.4,Debit Card
1316,2022-01-22,1067,5,2,2,719.59,0.0,1439.18,795.84,643.34,Debit Card
1317,2022-01-22,1883,4,5,1,1354.44,0.0,1354.44,756.72,597.72,Credit Card
1318,2022-01-22,281,9,6,2,59.68,0.0,119.36,54.78,64.58,Cash
1319,2022-01-22,1525,24,6,1,14.04,0.0,14.04,7.41,6.63,Credit Card
1320,2022-01-22,1292,24,6,1,12.64,10.0,12.64,7.41,5.23,Cash
1321,2022-01-22,79,14,6,1,66.23,10.0,66.23,37.51,28.72,Credit Card
1322,2022-01-22,1144,22,1,2,104.94,5.0,209.87,105.8,104.07,Credit Card
1323,2022-01-22,1201,13,4,3,479.89,0.0,1439.67,768.3,671.37,Credit Card
1324,2022-01-22,311,16,5,2,368.42,10.0,736.83,469.1,267.73,Credit Card
1325,2022-01-22,1301,3,4,4,972.6,15.0,3890.42,2827.04,1063.38,Credit Card
1326,2022-01-22,138,16,3,1,409.35,0.0,409.35,234.55,174.8,Credit Card
1327,2022-01-23,539,20,6,1,330.73,5.0,330.73,176.76,153.97,Debit Card
1328,2022-01-23,1346,6,5,3,400.64,10.0,1201.93,802.02,399.91,Debit Card
1329,2022-01-23,1004,26,8,2,23.57,5.0,47.14,25.84,21.3,Credit Card
1330,2022-01-23,449,4,5,4,1151.27,15.0,4605.1,3026.88,1578.22,Credit Card
1331,2022-01-23,916,11,3,1,165.05,0.0,165.05,77.54,87.51,Debit Card
1332,2022-01-23,654,22,3,1,104.94,5.0,104.94,52.9,52.04,Cash
1333,2022-01-23,991,27,7,2,20.68,0.0,41.36,24.56,16.8,Debit Card
1334,2022-01-23,60,10,7,1,165.7,0.0,165.7,66.39,99.31,Credit Card
1335,2022-01-23,1581,11,7,1,165.05,0.0,165.05,77.54,87.51,Cash
1336,2022-01-23,871,13,8,1,479.89,0.0,479.89,256.1,223.79,Debit Card
1337,2022-01-23,696,21,7,2,289.21,0.0,578.42,262.94,315.48,Credit Card
1338,2022-01-23,1794,6,2,1,400.64,10.0,400.64,267.34,133.3,Digital Wallet
1339,2022-01-23,1257,20,1,1,330.73,5.0,330.73,176.76,153.97,Digital Wallet
1340,2022-01-23,44,26,6,1,22.33,10.0,22.33,12.92,9.41,Digital Wallet
1341,2022-01-23,1571,25,4,1,33.66,5.0,33.66,19.01,14.65,Credit Card
1342,2022-01-23,407,6,4,2,445.16,0.0,890.32,534.68,355.64,Credit Card
1343,2022-01-23,331,12,4,1,81.25,0.0,81.25,33.76,47.49,Digital Wallet
1344,2022-01-23,74,1,7,2,962.57,5.0,1925.14,1119.62,805.52,Cash
1345,2022-01-23,87,6,4,1,445.16,0.0,445.16,267.34,177.82,Credit Card
1346,2022-01-23,1536,4,7,2,1354.44,0.0,2708.88,1513.44,1195.44,Credit Card
1347,2022-01-23,1517,9,7,3,59.68,0.0,179.04,82.17,96.87,Credit Card
1348,2022-01-23,1521,27,2,1,17.58,15.0,17.58,12.28,5.3,Debit Card
1349,2022-01-23,1624,13,5,1,455.9,5.0,455.9,256.1,199.8,Cash
1350,2022-01-23,871,17,8,2,282.03,0.0,564.06,336.92,227.14,Credit Card
1351,2022-01-23,542,21,7,1,289.21,0.0,289.21,131.47,157.74,Credit Card
1352,2022-01-23,776,16,4,1,368.42,10.0,368.42,234.55,133.87,Credit Card
1353,2022-01-23,1018,24,2,1,14.04,0.0,14.04,7.41,6.63,Debit Card
1354,2022-01-23,1184,1,6,1,1013.23,0.0,1013.23,559.81,453.42,Debit Card
1355,2022-01-23,224,21,2,1,289.21,0.0,289.21,131.47,157.74,Credit Card
1356,2022-01-23,347,7,4,3,24.78,0.0,74.34,31.2,43.14,Credit Card
1357,2022-01-23,826,20,4,2,330.73,5.0,661.47,353.52,307.95,Credit Card
1358,2022-01-23,1011,9,3,1,53.71,10.0,53.71,27.39,26.32,Credit Card
1359,2022-01-23,1412,19,5,1,285.63,15.0,285.63,172.0,113.63,Debit Card
1360,2022-01-23,1547,18,6,2,158.6,5.0,317.2,168.68,148.52,Digital Wallet
1361,2022-01-23,483,11,2,1,165.05,0.0,165.05,77.54,87.51,Digital Wallet
1362,2022-01-23,872,23,1,1,13.19,0.0,13.19,6.9,6.29,Credit Card
1363,2022-01-23,1533,4,2,1,1354.44,0.0,1354.44,756.72,597.72,Credit Card
1364,2022-01-23,869,16,8,1,368.42,10.0,368.42,234.55,133.87,Credit Card
1365,2022-01-23,1791,18,2,1,166.95,0.0,166.95,84.34,82.61,Credit Card
1366,2022-01-23,603,24,6,3,13.34,5.0,40.01,22.23,17.78,Debit Card
1367,2022-01-23,762,19,4,2,336.03,0.0,672.06,344.0,328.06,Cash
1368,2022-01-23,1950,23,8,1,12.53,5.0,12.53,6.9,5.63,Debit Card
1369,2022-01-23,1918,11,3,3,148.55,10.0,445.64,232.62,213.02,Credit Card
1370,2022-01-23,1465,27,3,1,20.68,0.0,20.68,12.28,8.4,Credit Card
1371,2022-01-23,138,1,2,1,1013.23,0.0,1013.23,559.81,453.42,Debit Card
1372,2022-01-23,678,4,3,1,1354.44,0.0,1354.44,756.72,597.72,Credit Card
1373,2022-01-23,1304,18,1,3,166.95,0.0,500.85,253.02,247.83,Digital Wallet
1374,2022-01-23,563,10,5,2,140.84,15.0,281.69,132.78,148.91,Credit Card
1375,2022-01-23,1571,13,4,3,455.9,5.0,1367.69,768.3,599.39,Credit Card
1376,2022-01-23,313,4,5,2,1354.44,0.0,2708.88,1513.44,1195.44,Debit Card
1377,2022-01-23,260,26,7,1,23.57,5.0,23.57,12.92,10.65,Credit Card
1378,2022-01-23,1582,19,8,2,268.82,20.0,537.65,344.0,193.65,Credit Card
1379,2022-01-23,6,26,3,1,24.81,0.0,24.81,12.92,11.89,Credit Card
1380,2022-01-23,974,1,1,1,861.25,15.0,861.25,559.81,301.44,Credit Card
1381,2022-01-23,1654,15,5,1,428.32,0.0,428.32,240.02,188.3,Debit Card
1382,2022-01-23,241,8,7,1,136.98,0.0,136.98,62.26,74.72,Debit Card
1383,2022-01-23,728,10,2,2,165.7,0.0,331.4,132.78,198.62,Cash
1384,2022-01-23,515,21,7,2,260.29,10.0,520.58,262.94,257.64,Debit Card
1385,2022-01-23,1004,23,7,2,12.53,5.0,25.06,13.8,11.26,Debit Card
1386,2022-01-23,1068,15,7,2,428.32,0.0,856.64,480.04,376.6,Credit Card
1387,2022-01-23,1147,7,1,1,24.78,0.0,24.78,10.4,14.38,Credit Card
1388,2022-01-23,740,17,6,1,267.93,5.0,267.93,168.46,99.47,Credit Card
1389,2022-01-23,756,9,5,1,59.68,0.0,59.68,27.39,32.29,Credit Card
1390,2022-01-23,564,21,5,1,289.21,0.0,289.21,131.47,157.74,Credit Card
1391,2022-01-23,118,19,8,2,285.63,15.0,571.25,344.0,227.25,Digital Wallet
1392,2022-01-23,552,16,2,2,388.88,5.0,777.76,469.1,308.66,Credit Card
1393,2022-01-23,60,20,3,3,348.14,0.0,1044.42,530.28,514.14,Cash
1394,2022-01-23,270,3,1,1,1029.82,10.0,1029.82,706.76,323.06,Credit Card
1395,2022-01-23,1456,2,5,1,443.1,15.0,443.1,298.35,144.75,Digital Wallet
1396,2022-01-23,398,21,6,2,289.21,0.0,578.42,262.94,315.48,Cash
1397,2022-01-23,347,19,1,2,336.03,0.0,672.06,344.0,328.06,Digital Wallet
1398,2022-01-23,826,14,2,2,69.91,5.0,139.82,75.02,64.8,Credit Card
1399,2022-01-23,1973,9,5,1,59.68,0.0,59.68,27.39,32.29,Debit Card
1400,2022-01-23,1411,17,1,1,267.93,5.0,267.93,168.46,99.47,Credit Card
1401,2022-01-23,1149,12,2,1,81.25,0.0,81.25,33.76,47.49,Debit Card
1402,2022-01-23,949,3,2,1,1144.24,0.0,1144.24,706.76,437.48,Credit Card
1403,2022-01-23,1211,21,1,4,260.29,10.0,1041.16,525.88,515.28,Credit Card
1404,2022-01-23,768,15,4,1,385.49,10.0,385.49,240.02,145.47,Credit Card
1405,2022-01-23,1395,21,3,3,245.83,15.0,737.49,394.41,343.08,Credit Card
1406,2022-01-23,777,23,6,1,13.19,0.0,13.19,6.9,6.29,Credit Card
1407,2022-01-24,386,9,5,3,59.68,0.0,179.04,82.17,96.87,Credit Card
1408,2022-01-24,901,9,6,1,59.68,0.0,59.68,27.39,32.29,Credit Card
1409,2022-01-24,1315,17,3,1,267.93,5.0,267.93,168.46,99.47,Credit Card
1410,2022-01-24,1710,19,4,1,319.23,5.0,319.23,172.0,147.23,Digital Wallet
1411,2022-01-24,889,12,5,2,77.19,5.0,154.38,67.52,86.86,Credit Card
1412,2022-01-24,1433,17,5,1,253.83,10.0,253.83,168.46,85.37,Credit Card
1413,2022-01-24,1584,7,1,1,24.78,0.0,24.78,10.4,14.38,Digital Wallet
1414,2022-01-24,562,16,6,1,388.88,5.0,388.88,234.55,154.33,Debit Card
1415,2022-01-24,1349,19,2,3,336.03,0.0,1008.09,516.0,492.09,Debit Card
1416,2022-01-24,1781,1,6,1,1013.23,0.0,1013.23,559.81,453.42,Debit Card
1417,2022-01-24,206,6,8,3,445.16,0.0,1335.48,802.02,533.46,Debit Card
1418,2022-01-24,1541,1,7,1,962.57,5.0,962.57,559.81,402.76,Debit Card
1419,2022-01-24,970,9,8,2,56.7,5.0,113.39,54.78,58.61,Debit Card
1420,2022-01-24,615,2,2,4,443.1,15.0,1772.39,1193.4,578.99,Credit Card
1421,2022-01-24,1586,9,1,4,59.68,0.0,238.72,109.56,129.16,Credit Card
1422,2022-01-24,341,10,4,3,132.56,20.0,397.68,199.17,198.51,Digital Wallet
1423,2022-01-24,1164,25,1,1,33.66,5.0,33.66,19.01,14.65,Digital Wallet
1424,2022-01-24,634,26,8,2,22.33,10.0,44.66,25.84,18.82,Credit Card
1425,2022-01-24,944,1,3,2,1013.23,0.0,2026.46,1119.62,906.84,Credit Card
1426,2022-01-24,165,6,2,1,445.16,0.0,445.16,267.34,177.82,Debit Card
1427,2022-01-24,316,22,1,1,99.41,10.0,99.41,52.9,46.51,Debit Card
